#KEY	SRR10197193_2	SRR10197194_2	SRR10197195_2	SRR10197196_2	SRR10197197_2	SRR10197198_2	SRR10197199_2	SRR10197200_2	SRR10197201_2	SRR10197202_2	SRR10197203_2	SRR10197204_2
FBgn0020416	4197	2907	4910	4495	6710	5918	4596	9191	6622	4175	4810	2952
FBgn0020429	0	73	25	19	22	12	10	8	30	0	12	47
FBgn0020440	23039	18473	21120	16613	26363	16451	24079	26551	21871	16717	15658	15108
FBgn0020443	13193	11218	9647	7947	8817	9246	19401	14645	6528	7345	4947	6304
FBgn0020445	3562	3304	2197	1741	1164	1558	5384	3067	841	1583	977	918
FBgn0020493	468	653	516	463	560	505	1049	940	560	675	342	282
FBgn0020496	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0020497	19242	18310	13698	13149	13494	12678	30929	21320	9881	11257	8598	8297
FBgn0020503	9320	8047	6568	6586	8934	8454	12523	12043	7946	6956	5998	5567
FBgn0020506	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0020508	10	0	0	8	1	0	6	18	20	0	0	0
FBgn0020509	0	0	0	0	0	14	0	2	0	0	0	0
FBgn0020510	1	30	6	22	8	16	2	40	7	11	2	0
FBgn0020513	0	0	9	8	0	5	0	4	21	4	0	0
FBgn0020518	2	9	26	8	1	14	10	11	7	2	3	12
FBgn0020521	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0020545	6873	4609	6493	4399	8379	7237	8682	10330	6295	5994	7397	6097
FBgn0020546	149	142	152	148	192	204	463	288	90	124	303	40
FBgn0020556	256	271	249	284	640	493	324	469	366	320	205	195
FBgn0020616	3827	3921	2564	2459	2481	2532	6049	3786	2042	2392	1809	1608
FBgn0020617	477	519	371	410	800	543	930	666	704	489	480	376
FBgn0020618	95494	80796	85942	88595	96087	140456	170120	210293	109133	123144	107882	96997
FBgn0020620	1600	1572	998	711	747	867	2651	2036	493	1004	596	418
FBgn0020621	4	0	1	0	0	1	0	16	1	10	0	0
FBgn0020622	9708	9656	6656	5234	4994	5382	16981	8859	4525	5434	3817	3783
FBgn0020626	3571	3278	2517	2021	2285	1964	6550	4021	1612	1909	1517	1650
FBgn0020633	0	0	0	0	0	0	0	5	0	0	0	0
FBgn0020637	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0020638	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0020639	8	0	0	0	0	0	0	0	0	0	0	0
FBgn0020640	0	1	10	0	0	0	0	0	0	0	0	0
FBgn0020641	0	0	2	0	0	0	0	0	0	0	0	0
FBgn0020642	0	0	0	0	2	6	39	23	0	0	0	0
FBgn0020643	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0020644	2	5	10	0	1	22	0	0	0	0	0	12
FBgn0020645	0	0	0	6	0	0	0	1	1	0	1	0
FBgn0020646	3	0	2	2	1	2	0	0	0	0	2	0
FBgn0020647	4	0	0	0	0	0	0	0	0	0	1	0
FBgn0020653	4	1	2	2	8	9	2	5	2	9	1	2
FBgn0020655	77	35	82	22	34	49	77	7	102	0	62	0
FBgn0020660	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0020762	4939	4507	4271	4564	7780	7941	7162	8060	5285	4538	3351	2999
FBgn0020764	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0020765	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0020767	0	0	4	1	0	22	1	0	8	0	0	0
FBgn0020880	1	15	15	3	32	24	22	57	8	14	32	39
FBgn0020887	2170	2126	1835	1684	2382	2040	3842	3240	2051	1948	1491	1568
FBgn0020906	2365	1696	2318	2141	4390	4100	3223	8440	3847	2731	2613	3600
FBgn0020907	215	229	138	125	247	206	416	248	178	232	86	177
FBgn0020908	0	12	0	3	2	0	11	12	16	0	5	0
FBgn0020909	323	356	420	254	337	446	687	358	268	302	291	186
FBgn0020910	14	34	43	19	18	12	47	98	46	2	43	12
FBgn0020912	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0020930	3442	2580	2461	2212	4371	4100	2676	8418	4157	2845	3834	1889
FBgn0021738	0	0	13	5	13	6	6	1	0	0	9	1
FBgn0021742	155	282	227	204	290	351	516	475	370	385	203	241
FBgn0021750	0	6	0	0	0	0	0	1	0	0	0	0
FBgn0021760	2471	2203	1232	1272	1145	1028	2142	2377	884	1011	611	994
FBgn0021761	6064	6431	4230	3628	2802	3916	13354	6202	2120	3809	2005	2378
FBgn0021764	1925	1330	1074	750	1520	1145	1134	1403	666	628	1040	672
FBgn0021765	0	0	0	8	0	0	8	0	0	4	5	0
FBgn0021767	1263	1394	790	855	998	973	2195	1626	656	705	627	524
FBgn0021768	0	4	0	0	19	0	0	0	12	0	0	2
FBgn0021776	467	591	382	373	324	334	832	395	211	324	239	363
FBgn0021795	0	6	0	0	0	0	0	0	0	0	0	0
FBgn0021796	4867	4073	3528	2989	3264	3932	9892	7750	3672	4604	3624	3068
FBgn0021800	3329	3241	2369	1992	2659	3200	6222	4332	2344	2399	1881	1630
FBgn0021814	164	115	104	98	275	222	241	232	143	139	84	124
FBgn0021825	109	87	56	22	58	140	120	52	14	34	10	43
FBgn0021847	1158	1208	729	884	844	885	1771	1335	766	777	512	563
FBgn0021856	725	461	576	388	663	662	962	1015	459	727	412	601
FBgn0021872	238	80	148	120	175	202	171	235	133	103	105	106
FBgn0021874	1724	1214	1229	1020	1454	1693	1941	2259	1653	1432	1448	1089
FBgn0021875	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0021895	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0021906	5471	4050	4805	4663	7298	7613	8476	10990	9890	6442	6486	5748
FBgn0021944	1171	1250	1050	727	1047	1181	2219	1572	868	1089	870	726
FBgn0021967	3110	1857	2434	2071	3569	4097	3854	4711	4175	3394	3959	2874
FBgn0021979	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0021995	6071	4396	4045	3360	6901	5591	5856	7295	4718	4091	3597	3119
FBgn0022023	7358	6303	7248	5674	7897	7380	10085	10555	7482	6490	5688	5613
FBgn0022027	11	5	0	10	4	10	50	40	6	17	17	13
FBgn0022029	0	17	23	38	44	78	14	53	48	54	32	0
FBgn0022069	9625	7006	6517	4985	6045	7846	15318	9688	4647	6123	5251	5522
FBgn0022097	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0022153	5817	5578	3056	2738	2904	2882	8691	5235	1935	2719	2092	2007
FBgn0022160	0	1	0	0	0	0	1	0	0	0	0	0
FBgn0022213	8727	7769	5881	3255	3681	2925	13158	6302	2009	3996	2573	2906
FBgn0022224	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0022238	1	0	2	0	0	0	8	1	0	3	0	0
FBgn0022288	24	44	24	14	39	0	15	45	20	33	0	3
FBgn0022338	227	221	319	166	326	274	479	344	139	318	307	114
FBgn0022343	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0022344	0	0	0	2	0	1	2	0	0	0	0	0
FBgn0022349	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0022355	4439	6161	8507	8115	10671	9185	9781	16768	11706	7408	5647	7515
FBgn0022359	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0022361	1985	1938	1415	1253	1669	1822	2361	2453	1756	1086	1096	1057
FBgn0022382	22	27	21	16	18	31	13	29	30	12	17	31
FBgn0022699	161	82	59	34	15	39	364	124	109	104	21	66
FBgn0022700	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0022702	983	815	677	447	632	673	1997	934	298	873	367	514
FBgn0022709	241	264	254	319	361	268	587	400	305	277	189	172
FBgn0022710	229	128	199	106	192	144	246	226	116	72	77	176
FBgn0022724	0	0	1	18	1	5	6	3	33	12	1	0
FBgn0022740	0	17	9	26	18	6	32	11	4	4	3	0
FBgn0022764	20538	19612	19178	18991	30889	25793	31526	33167	27188	17058	19953	13577
FBgn0022768	3	6	2	3	2	1	3	1	1	1	2	9
FBgn0022770	0	0	0	1	0	0	1	0	0	0	0	0
FBgn0022774	0	1	0	1	0	0	2	16	1	1	0	1
FBgn0022786	2	3	2	0	2	1	4	5	2	6	0	2
FBgn0022787	2	0	0	0	1	0	2	0	0	1	0	0
FBgn0022800	16	0	0	13	5	0	6	2	2	18	0	4
FBgn0022893	16479	14339	11796	10467	10228	11231	39821	22304	10823	14949	8183	9690
FBgn0022935	5961	5529	4394	4181	3870	4830	13388	9517	3225	4427	3468	2938
FBgn0022936	0	23	3	9	0	6	55	15	30	28	28	35
FBgn0022942	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0022943	0	0	0	1	0	1	0	0	1	0	0	0
FBgn0022959	34	58	42	81	270	142	183	85	339	41	69	58
FBgn0022960	0	0	14	0	0	20	0	18	0	0	0	0
FBgn0022981	6251	5949	4993	5711	8147	4218	6624	9117	7674	5472	5193	3955
FBgn0022984	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0022985	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0022986	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0022987	0	1	0	17	8	2	20	21	0	0	1	2
FBgn0023000	2095	1920	2057	1508	2222	1676	1977	2211	1715	1623	1269	1385
FBgn0023001	561	438	468	524	715	638	843	777	531	343	435	393
FBgn0023023	3503	2783	2550	2230	2354	2199	7672	4368	1557	2457	1390	1578
FBgn0023076	397	603	285	388	549	604	676	963	510	396	312	354
FBgn0023081	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023083	729	754	868	998	2106	2069	835	1315	1955	793	965	573
FBgn0023090	124	41	42	51	72	60	155	104	45	69	18	0
FBgn0023091	12	24	1	28	0	7	0	2	10	27	0	1
FBgn0023094	0	0	0	0	0	1	1	1	0	0	0	0
FBgn0023095	4	0	4	2	5	36	0	2	1	8	22	1
FBgn0023096	184	64	147	123	194	62	208	388	124	118	91	145
FBgn0023097	1773	1810	1640	1230	1504	1362	2071	1840	1179	862	1094	848
FBgn0023129	540	348	341	151	199	235	367	268	149	133	270	136
FBgn0023130	0	1	0	0	0	0	1	1	1	0	0	3
FBgn0023143	3	1	28	2	4	1	3	9	20	9	1	1
FBgn0023167	0	1	0	0	0	0	0	1	0	0	0	0
FBgn0023169	39222	24304	30953	29431	42227	49774	52835	75130	47509	44116	42651	38263
FBgn0023170	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023171	251	150	151	204	90	80	435	198	131	157	103	84
FBgn0023172	13467	12904	9757	10129	11403	15222	22821	19888	13575	11577	10678	8741
FBgn0023174	1	6	0	8	4	0	0	1	5	1	8	0
FBgn0023175	4005	3501	4214	2918	4120	4431	6579	6538	3504	3708	2808	2833
FBgn0023177	0	0	0	1	0	0	1	0	1	0	0	0
FBgn0023178	1	1	2	0	2	0	0	1	0	1	2	0
FBgn0023179	260	176	353	117	205	288	280	548	414	267	266	198
FBgn0023180	1574	1308	1348	1184	1537	1512	3094	2118	1233	1516	1176	1384
FBgn0023181	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023197	756	572	385	476	370	365	884	743	270	429	233	252
FBgn0023212	117	81	76	77	55	36	153	174	27	99	56	9
FBgn0023213	2240	2043	1524	1401	1585	1548	4198	2950	1400	1469	1034	778
FBgn0023214	2	1	1	0	0	2	1	0	0	2	4	1
FBgn0023215	20	45	74	42	4	26	61	26	28	53	28	8
FBgn0023216	511	414	347	253	273	440	868	578	300	307	103	172
FBgn0023388	2628	2361	2098	2106	2301	2373	4884	3907	2172	2049	1757	1621
FBgn0023395	1	0	0	1	0	0	0	0	0	1	0	0
FBgn0023407	5326	6235	4243	3529	4018	4562	10747	6295	3505	3366	2844	2781
FBgn0023415	1	0	0	0	1	0	0	1	0	0	0	1
FBgn0023416	810	709	716	660	828	676	976	1228	742	806	701	629
FBgn0023441	8	0	8	9	0	0	0	4	3	14	1	1
FBgn0023458	5850	4671	3863	3569	4984	5818	8256	8129	4622	4691	4469	3317
FBgn0023477	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023479	33006	18884	23582	18258	36978	46811	30193	50515	38546	25386	34790	29124
FBgn0023489	89	94	104	69	271	150	66	190	145	56	58	93
FBgn0023495	7789	4770	5980	3428	5948	5086	5923	8256	3427	3243	3546	3343
FBgn0023496	0	20	0	0	1	15	1	3	0	20	0	1
FBgn0023506	1500	1112	914	889	865	956	2065	1299	711	906	711	755
FBgn0023507	1529	1881	1345	1575	1312	1525	2666	2566	1135	1379	935	881
FBgn0023508	3585	3501	2660	2352	3385	3564	5718	4354	2285	2536	2220	1730
FBgn0023509	9392	7724	6015	5038	7822	7912	11896	9508	5985	5904	5142	4178
FBgn0023510	4131	4692	2692	2804	2325	2793	10606	6288	2457	3173	2286	2231
FBgn0023511	196	193	150	95	109	114	420	334	105	167	49	80
FBgn0023512	2866	2876	2251	2307	3170	2759	5316	4122	3194	2638	3160	2309
FBgn0023513	0	1	1	0	0	0	4	1	0	0	2	1
FBgn0023514	1	0	0	0	1	0	2	6	8	0	0	0
FBgn0023515	1	5	29	6	6	8	56	16	1	21	6	5
FBgn0023516	0	0	1	1	1	0	3	2	0	6	0	0
FBgn0023517	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023518	20	21	49	19	84	35	5	56	8	10	2	63
FBgn0023519	22	0	0	0	0	0	1	0	6	0	1	0
FBgn0023520	802	783	741	389	720	475	944	957	737	561	590	439
FBgn0023521	426	276	176	412	300	318	284	437	170	178	183	141
FBgn0023522	415	467	433	356	446	561	1107	723	502	471	426	335
FBgn0023523	74	87	41	32	71	80	98	133	68	46	38	106
FBgn0023524	66	0	35	39	49	30	47	73	36	1	21	27
FBgn0023525	0	0	0	2	0	21	0	0	29	0	0	16
FBgn0023526	1	15	0	3	8	3	26	17	0	20	21	8
FBgn0023527	147	80	26	106	122	123	205	142	208	129	67	58
FBgn0023528	217	149	120	119	326	192	176	265	77	121	113	50
FBgn0023529	330	185	216	199	352	296	407	359	217	131	139	173
FBgn0023530	37	49	2	29	40	17	102	59	33	60	10	18
FBgn0023531	1082	841	754	560	847	750	1455	1442	714	620	542	533
FBgn0023534	30	0	0	1	0	0	0	0	0	0	0	1
FBgn0023535	302	188	130	189	132	113	248	442	165	189	110	179
FBgn0023536	0	26	7	12	12	17	25	87	10	45	10	22
FBgn0023537	156	180	132	145	145	124	134	186	151	149	93	84
FBgn0023540	4526	2263	4818	3007	2416	3302	5116	7782	1604	4508	2836	2556
FBgn0023541	1	1	1	2	0	2	1	1	0	0	2	0
FBgn0023542	101	59	115	100	160	93	100	138	44	81	97	54
FBgn0023545	479	576	321	288	699	375	547	561	566	314	255	450
FBgn0023549	1	6	0	10	0	0	1	0	0	8	0	2
FBgn0023550	32	0	0	0	0	6	1	0	12	0	0	0
FBgn0024150	267	140	58	119	186	192	149	227	204	135	64	96
FBgn0024177	14	0	18	0	26	0	0	10	5	4	33	0
FBgn0024179	2234	2132	1882	1845	2336	2577	2985	3197	2029	1689	1583	1623
FBgn0024182	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024183	4327	3551	3074	3409	5003	3974	6889	6077	5209	3423	3485	3343
FBgn0024184	27	43	70	71	55	18	90	138	102	110	52	91
FBgn0024187	2295	1824	1395	1625	1638	1604	3846	3438	1807	1936	1522	1625
FBgn0024188	1745	2110	1130	674	632	624	5173	2040	471	1102	728	877
FBgn0024189	1839	1514	1253	1192	1758	1334	3131	2368	1227	1350	1007	924
FBgn0024191	598	529	273	354	442	396	1123	792	334	357	272	417
FBgn0024194	3857	3272	2513	1696	2441	1845	4426	4636	1561	1891	1648	1555
FBgn0024196	0	0	0	7	0	0	1	0	0	0	0	9
FBgn0024222	0	0	0	0	0	0	2	1	10	0	0	0
FBgn0024227	354	354	166	210	185	136	1120	419	257	323	211	149
FBgn0024230	1976	1318	1403	938	1323	857	2167	1658	934	930	713	636
FBgn0024232	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024234	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024236	1545	1376	1416	1004	1491	1325	1877	2426	1209	1214	716	813
FBgn0024238	0	0	0	0	0	0	0	0	9	0	0	0
FBgn0024244	256	290	275	199	421	197	327	388	357	143	101	187
FBgn0024245	1044	895	535	553	780	448	1862	1321	452	476	279	469
FBgn0024248	4802	4317	4053	3679	4182	4433	7243	7690	4165	3516	3336	3248
FBgn0024249	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024250	1187	972	685	667	748	894	1577	2495	2130	1409	1258	1040
FBgn0024251	0	21	10	3	26	19	107	21	30	12	64	2
FBgn0024273	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024277	6292	5711	3987	4354	5191	5541	11171	9267	4363	4387	3616	3483
FBgn0024285	1888	2305	1523	1684	1616	1649	4965	2832	1405	1905	1079	1177
FBgn0024288	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024289	748	505	435	446	413	489	976	843	446	411	275	287
FBgn0024291	4879	4201	3205	2706	2890	3470	5609	4347	1901	2105	1980	1786
FBgn0024293	23	38	10	55	4	116	55	148	36	35	46	19
FBgn0024294	2	7	1	3	4	5	1	17	6	7	2	8
FBgn0024314	2344	2100	2151	1647	1847	1999	5137	3570	1735	2015	1454	1413
FBgn0024315	1	0	0	0	0	0	0	0	2	0	0	0
FBgn0024319	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024320	4984	4468	4129	4203	5440	4886	6516	6595	4336	3723	3393	2716
FBgn0024321	0	0	0	0	0	0	0	0	1	0	1	1
FBgn0024326	0	0	0	1	0	0	0	0	0	0	1	1
FBgn0024329	7	3	0	0	6	1	41	4	1	0	0	0
FBgn0024330	0	0	0	0	0	1	3	1	0	0	0	0
FBgn0024352	7608	6672	5249	4534	4218	5615	15986	9276	4621	6063	3823	4007
FBgn0024360	212	298	287	279	345	323	581	628	384	264	288	219
FBgn0024361	0	0	0	0	0	12	1	1	2	0	14	0
FBgn0024362	715	881	630	810	1392	1161	1451	1650	1193	797	922	451
FBgn0024364	553	491	350	392	422	499	743	782	329	328	208	148
FBgn0024365	995	991	762	728	861	1046	1531	1601	899	799	708	684
FBgn0024366	428	422	221	390	497	321	947	1018	669	550	243	197
FBgn0024371	2671	3273	1781	1551	1234	1286	5043	2515	1148	1854	1103	1202
FBgn0024432	29	27	18	34	42	1	31	73	64	12	2	40
FBgn0024491	4	17	7	7	26	48	40	147	72	69	44	82
FBgn0024509	29	2	28	18	11	1	0	0	19	19	4	16
FBgn0024510	658	892	591	549	402	460	1714	738	240	467	226	306
FBgn0024542	458	330	315	229	239	173	536	377	140	176	126	138
FBgn0024555	85	117	97	91	85	68	166	125	99	148	34	37
FBgn0024556	1	1	26	8	0	12	1	0	0	2	14	0
FBgn0024558	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0024689	3327	2471	1680	1534	2325	2337	4207	3123	1581	1926	1682	1574
FBgn0024698	2172	1783	1560	1425	1912	2098	2793	2532	1492	1610	1193	1327
FBgn0024728	243	202	107	59	136	77	116	233	119	73	149	149
FBgn0024732	2	5	18	16	14	12	30	22	9	6	38	20
FBgn0024733	4553	4333	3570	2801	3040	3743	8993	5515	2725	3139	2348	2336
FBgn0024734	1809	1311	1169	1281	1265	1354	1730	2023	873	810	718	579
FBgn0024740	38	12	11	0	34	21	21	13	30	43	6	13
FBgn0024754	27	33	37	122	91	157	33	172	93	75	104	103
FBgn0024804	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024806	5133	6147	3364	3409	4450	4276	9976	6552	3153	3516	2581	2415
FBgn0024807	26	0	0	0	0	0	0	0	0	0	0	0
FBgn0024811	481	462	278	307	443	490	640	766	424	394	304	267
FBgn0024814	1	6	0	0	0	0	0	0	1	0	0	0
FBgn0024833	0	5	0	14	0	0	0	0	0	0	1	0
FBgn0024836	81	80	67	96	224	162	202	156	227	114	219	104
FBgn0024841	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024846	1754	2497	1366	1722	1130	1301	3531	3857	1551	1626	1611	1081
FBgn0024887	133	160	134	44	18	109	146	141	60	59	31	111
FBgn0024889	2095	1882	1663	1319	1535	1429	3953	2730	1287	1725	1208	1282
FBgn0024897	0	0	0	16	0	0	0	0	0	0	0	0
FBgn0024909	11	8	5	18	0	12	24	19	29	22	7	15
FBgn0024912	0	0	1	9	10	0	0	5	0	0	1	0
FBgn0024913	2635	2469	2453	2108	3010	2514	3557	3209	2282	2076	1322	1375
FBgn0024920	2155	2005	1529	908	882	1016	3484	1865	574	1318	639	847
FBgn0024921	8147	8379	6890	5847	10060	9239	10061	10490	5971	6337	4737	5690
FBgn0024941	564	393	360	413	331	259	1003	669	244	292	129	323
FBgn0024943	136	48	106	145	187	128	54	274	128	52	28	116
FBgn0024944	2614	2620	2177	2108	2148	2694	4915	5084	2460	2528	2388	1628
FBgn0024945	1020	880	878	899	1061	963	1630	1724	884	753	985	849
FBgn0024947	7198	6373	4735	4133	6034	6446	9872	8715	4916	4532	4339	3735
FBgn0024956	768	611	600	284	237	445	1113	736	198	469	215	304
FBgn0024957	69	34	68	18	83	63	57	84	45	40	30	39
FBgn0024958	0	2	1	0	17	2	0	0	0	0	1	0
FBgn0024963	7015	5758	5141	4754	5697	6298	10052	8849	5109	5164	4125	3994
FBgn0024973	0	0	0	0	4	0	0	0	0	0	0	0
FBgn0024975	18	10	0	0	4	0	12	0	0	0	0	0
FBgn0024980	0	2	0	0	0	0	0	0	0	0	0	0
FBgn0024983	1463	1558	1588	1302	1755	990	1526	2001	1233	990	847	784
FBgn0024984	0	0	1	0	0	2	0	2	0	0	0	0
FBgn0024985	69	40	42	12	36	20	2	63	27	31	22	2
FBgn0024986	49	63	31	46	40	35	23	66	36	48	78	29
FBgn0024987	2851	3159	2915	2281	3052	2549	5127	4103	2258	2688	1829	1492
FBgn0024989	11	15	11	7	14	14	20	27	17	15	11	25
FBgn0024991	1	0	8	0	1	0	0	1	0	0	7	0
FBgn0024992	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0024993	1	1	2	1	0	0	0	0	0	0	0	1
FBgn0024994	0	0	0	2	0	0	0	1	0	1	0	0
FBgn0024995	0	0	0	0	0	8	1	0	0	0	0	0
FBgn0024996	0	0	0	0	0	1	0	2	0	0	0	0
FBgn0024997	0	0	0	0	0	0	0	0	6	10	0	0
FBgn0024998	0	6	8	0	0	0	0	0	0	0	0	0
FBgn0025109	806	1086	1051	452	807	802	1631	1281	366	750	605	612
FBgn0025111	706	437	290	360	307	434	741	746	152	270	189	172
FBgn0025115	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0025118	228	184	236	116	167	176	301	258	96	53	55	54
FBgn0025185	2316	1826	1606	1357	1518	1436	4111	3087	1343	1733	1309	1160
FBgn0025186	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025334	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025335	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025336	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025352	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025355	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025360	2125	1978	1834	1370	1473	1474	3837	3492	1312	1491	1426	1394
FBgn0025366	5563	4549	4595	4526	5467	4986	8080	6765	6212	4974	5077	5217
FBgn0025373	45	92	43	98	128	143	40	192	140	84	42	106
FBgn0025378	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0025381	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025382	18	14	15	1	1	2	15	4	0	6	0	2
FBgn0025383	0	0	12	16	6	0	0	2	0	0	8	0
FBgn0025387	2	2	0	2	0	0	1	0	0	0	0	0
FBgn0025388	26	0	9	4	20	1	0	1	8	0	0	0
FBgn0025390	635	761	358	500	503	513	1314	966	427	529	280	342
FBgn0025391	616	578	542	444	472	484	1018	895	339	492	268	342
FBgn0025393	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025394	13	52	20	38	2	13	65	63	52	17	12	20
FBgn0025454	10	19	5	0	0	1	1	0	1	6	0	0
FBgn0025455	988	611	955	611	622	715	1593	1357	588	695	729	491
FBgn0025456	0	0	0	2	0	0	1	4	0	0	0	0
FBgn0025457	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025463	1623	1699	1075	1134	1584	1657	2427	2287	1553	1247	1156	848
FBgn0025469	1065	1073	1045	722	921	1176	1865	1317	769	811	532	728
FBgn0025519	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025525	1255	1345	1246	1049	1510	1994	1346	1893	1385	1080	986	1078
FBgn0025549	2	1	1	1	0	2	0	1	2	2	2	5
FBgn0025558	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0025571	10	30	26	30	9	3	59	163	49	63	50	68
FBgn0025573	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025574	0	1	1	0	1	0	7	2	2	0	0	3
FBgn0025578	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025582	2739	3003	2126	2677	3346	2524	4333	6056	3404	2900	2127	2346
FBgn0025583	24	44	95	66	129	61	173	256	71	70	55	39
FBgn0025592	6682	5326	4330	4454	7381	7022	7788	8902	7094	4978	4698	3935
FBgn0025595	4739	4424	4384	4625	8237	5007	7907	7692	8020	3678	4454	2862
FBgn0025608	4335	3604	3770	2918	3373	3787	7598	6832	3423	4025	3061	2893
FBgn0025612	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025613	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025615	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0025616	42	11	10	10	8	2	43	21	17	7	16	3
FBgn0025620	0	0	0	5	0	0	1	0	0	0	0	0
FBgn0025621	0	2	1	0	0	0	0	0	1	1	0	0
FBgn0025624	2151	1733	1748	1650	1994	1975	3506	2791	1453	1654	1520	1557
FBgn0025625	43	37	32	15	89	120	29	67	80	63	20	30
FBgn0025626	462	323	200	319	716	393	953	682	566	412	293	283
FBgn0025627	242	282	187	212	227	215	333	326	166	242	229	253
FBgn0025628	2761	1911	1728	1633	2532	2610	2399	3555	2572	2454	2179	2026
FBgn0025629	906	767	475	467	513	554	1608	993	479	585	430	309
FBgn0025630	478	421	736	503	580	673	1099	1115	599	588	433	479
FBgn0025631	4387	3657	2417	2312	1719	2580	9563	5239	1650	2440	1528	1556
FBgn0025632	618	437	449	426	653	694	1020	782	688	501	486	384
FBgn0025633	16	4	1	31	1	0	0	9	1	0	2	2
FBgn0025634	21	19	38	11	47	94	38	47	26	22	39	29
FBgn0025635	25	5	30	15	16	16	24	40	20	1	3	23
FBgn0025637	51427	45240	37203	36765	49886	42581	59075	79751	43707	51467	41716	37664
FBgn0025638	4	21	0	0	0	22	2	49	0	0	0	0
FBgn0025639	6837	5092	4075	3867	6831	7104	6436	7736	4779	4537	4893	3131
FBgn0025640	151	103	72	62	88	77	263	158	52	61	58	62
FBgn0025641	1896	1286	1143	1146	1514	928	1210	1514	808	645	809	607
FBgn0025642	951	431	598	488	501	348	919	678	270	341	336	245
FBgn0025643	0	14	0	0	0	1	1	0	0	0	8	0
FBgn0025644	10	0	0	0	0	0	0	1	1	0	0	0
FBgn0025645	0	0	0	0	0	3	0	2	0	0	0	0
FBgn0025674	2861	3095	2269	2184	2153	1879	5437	3853	1723	2117	1416	1403
FBgn0025676	360	280	204	191	152	178	523	368	183	253	233	227
FBgn0025678	6814	6174	5604	4997	5971	6165	9587	9281	4423	5784	4950	4539
FBgn0025679	0	11	0	7	36	12	0	0	0	0	8	12
FBgn0025680	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025681	4207	4198	2692	2796	3317	3689	7539	6294	2989	3014	2464	2091
FBgn0025682	2454	1896	2423	1739	2577	2289	3576	3891	2448	2441	1579	2391
FBgn0025683	18886	17979	18309	15997	27451	26701	26136	31008	23887	14777	15889	12776
FBgn0025684	1077	1253	833	827	901	797	2235	1581	539	759	501	435
